Scenario,Model,Seed,TotalReward,TotalDelays,TotalCancelledFlights,ScenarioTime,ScenarioSteps,ScenarioResolvedConflicts,SolutionSlack,TailSwaps,ActualDisruptedFlights,Reward_delay_penalty_total,Reward_cancel_penalty,Reward_inaction_penalty,Reward_proactive_bonus,Reward_time_penalty,Reward_final_conflict_resolution_reward,ScenarioSlack,TotalFlights,TotalFlightMinutes,FullyDisruptedCount,UncertainCount,AvgAircraftProbability,AvgUncertaintyProbability,TotalAircraft,ScenarioCategory
deterministic_Scenario_00001,DQN Proactive-N,1,130.5,0.0,3,0.8838949203491211,4,1,0.4326683291770574,1,1,0.0,-3000,0,13110.0,-60.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Proactive-N,2,130.5,0.0,3,0.0457940101623535,4,1,0.4326683291770574,1,1,0.0,-3000,0,13110.0,-60.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Proactive-N,3,130.5,0.0,3,0.0524952411651611,4,1,0.4326683291770574,1,1,0.0,-3000,0,13110.0,-60.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Proactive-N,4,130.5,0.0,3,0.0422868728637695,4,1,0.4326683291770574,1,1,0.0,-3000,0,13110.0,-60.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Proactive-N,5,130.5,0.0,3,0.0429420471191406,4,1,0.4326683291770574,1,1,0.0,-3000,0,13110.0,-60.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Proactive-U,1,106.9,83.0,3,0.0460021495819091,8,1,0.3656040928768201,0,1,-415.0,-3000,0,11320.0,-216.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Proactive-U,2,106.9,83.0,3,0.0656468868255615,8,1,0.3656040928768201,0,1,-415.0,-3000,0,11320.0,-216.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Proactive-U,3,106.9,83.0,3,0.0861937999725341,8,1,0.3656040928768201,0,1,-415.0,-3000,0,11320.0,-216.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Proactive-U,4,106.9,83.0,3,0.0690438747406005,8,1,0.3656040928768201,0,1,-415.0,-3000,0,11320.0,-216.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Proactive-U,5,106.9,83.0,3,0.0559282302856445,8,1,0.3656040928768201,0,1,-415.0,-3000,0,11320.0,-216.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Reactive,1,39.3,0.0,2,0.0453817844390869,9,1,0.4569067296340023,0,1,0.0,-1000,-600,4800.0,-270.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Reactive,2,39.3,0.0,2,0.0554823875427246,9,1,0.4569067296340023,0,1,0.0,-1000,-600,4800.0,-270.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Reactive,3,39.3,0.0,2,0.0586383342742919,9,1,0.4569067296340023,0,1,0.0,-1000,-600,4800.0,-270.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Reactive,4,39.3,0.0,2,0.0584323406219482,9,1,0.4569067296340023,0,1,0.0,-1000,-600,4800.0,-270.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Reactive,5,39.3,0.0,2,0.0507655143737793,9,1,0.4569067296340023,0,1,0.0,-1000,-600,4800.0,-270.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Proactive-N,1,83.60000000000001,0.0,1,0.0357758998870849,2,1,0.5537190082644629,1,1,0.0,-1000,0,6380.0,-18.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Proactive-N,2,83.60000000000001,0.0,1,0.0448036193847656,2,1,0.5537190082644629,1,1,0.0,-1000,0,6380.0,-18.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Proactive-N,3,83.60000000000001,0.0,1,0.0230767726898193,2,1,0.5537190082644629,1,1,0.0,-1000,0,6380.0,-18.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Proactive-N,4,83.60000000000001,0.0,1,0.0478019714355468,2,1,0.5537190082644629,1,1,0.0,-1000,0,6380.0,-18.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Proactive-N,5,83.60000000000001,0.0,1,0.0333104133605957,2,1,0.5537190082644629,1,1,0.0,-1000,0,6380.0,-18.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Proactive-U,1,44.9,83.0,0,0.1229019165039062,6,1,0.624163715072806,0,1,-415.0,0,0,2030.0,-126.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Proactive-U,2,44.9,83.0,0,0.0383117198944091,6,1,0.624163715072806,0,1,-415.0,0,0,2030.0,-126.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Proactive-U,3,44.9,83.0,0,0.0461976528167724,6,1,0.624163715072806,0,1,-415.0,0,0,2030.0,-126.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Proactive-U,4,44.9,83.0,0,0.0486299991607666,6,1,0.624163715072806,0,1,-415.0,0,0,2030.0,-126.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Proactive-U,5,44.9,83.0,0,0.0387332439422607,6,1,0.624163715072806,0,1,-415.0,0,0,2030.0,-126.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Reactive,1,3.299999999999999,0.0,1,0.0342602729797363,9,1,0.5324675324675324,0,1,0.0,0,-400,0.0,-270.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Reactive,2,3.299999999999999,0.0,1,0.0577161312103271,9,1,0.5324675324675324,0,1,0.0,0,-400,0.0,-270.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Reactive,3,3.299999999999999,0.0,1,0.0570559501647949,9,1,0.5324675324675324,0,1,0.0,0,-400,0.0,-270.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Reactive,4,3.299999999999999,0.0,1,0.0664417743682861,9,1,0.5324675324675324,0,1,0.0,0,-400,0.0,-270.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,DQN Reactive,5,3.299999999999999,0.0,1,0.0476565361022949,9,1,0.5324675324675324,0,1,0.0,0,-400,0.0,-270.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,Greedy Reactive,1,58.7,0.0,0,0.071291446685791,4,1,0.624163715072806,1,1,0.0,0,-300,3230.0,-60.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,Greedy Reactive,2,58.7,0.0,0,0.0643506050109863,4,1,0.624163715072806,1,1,0.0,0,-300,3230.0,-60.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,Greedy Reactive,3,58.7,0.0,0,0.0658597946166992,4,1,0.624163715072806,1,1,0.0,0,-300,3230.0,-60.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,Greedy Reactive,4,58.7,0.0,0,0.0480108261108398,4,1,0.624163715072806,1,1,0.0,0,-300,3230.0,-60.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00001,Greedy Reactive,5,58.7,0.0,0,0.0469968318939209,4,1,0.624163715072806,1,1,0.0,0,-300,3230.0,-60.0,3000,0.4683501683501684,8,1586,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00002,DQN Proactive-N,1,120.7,0.0,5,0.0591156482696533,11,1,0.3117647058823529,0,1,0.0,-4000,0,15470.0,-396.0,3000,0.42634920634920637,9,1881,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00002,DQN Proactive-N,2,120.7,0.0,5,0.0491373538970947,11,1,0.3117647058823529,0,1,0.0,-4000,0,15470.0,-396.0,3000,0.42634920634920637,9,1881,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00002,DQN Proactive-N,3,120.7,0.0,5,0.0552332401275634,11,1,0.3117647058823529,0,1,0.0,-4000,0,15470.0,-396.0,3000,0.42634920634920637,9,1881,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00002,DQN Proactive-N,4,120.7,0.0,5,0.0497691631317138,11,1,0.3117647058823529,0,1,0.0,-4000,0,15470.0,-396.0,3000,0.42634920634920637,9,1881,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00002,DQN Proactive-N,5,120.7,0.0,5,0.0614581108093261,11,1,0.3117647058823529,0,1,0.0,-4000,0,15470.0,-396.0,3000,0.42634920634920637,9,1881,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00002,DQN Proactive-U,1,90.7,15.0,0,0.0332512855529785,1,1,0.6147058823529412,0,1,-75.0,0,0,6150.0,-6.0,3000,0.42634920634920637,9,1881,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00002,DQN Proactive-U,2,90.7,15.0,0,0.0379068851470947,1,1,0.6147058823529412,0,1,-75.0,0,0,6150.0,-6.0,3000,0.42634920634920637,9,1881,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00002,DQN Proactive-U,3,90.7,15.0,0,0.0403623580932617,1,1,0.6147058823529412,0,1,-75.0,0,0,6150.0,-6.0,3000,0.42634920634920637,9,1881,1,0,0.3333333333333333,0.0,3,Deterministic
deterministic_Scenario_00002,DQN Proactive-U,4,90.7,15.0,0,0.0201449394226074,1,1,0.6147058823529412,0,1,-75.0,0,0,6150.0,-6.0,3000,0.42634920634920637,9,1881,1,0,0.3333333333333333,0.0,3,Deterministic
